城市,年份,文本内容,economic_growth_goal
上海市,2016,"         
	上海市市长杨雄
　　全面推进依法行政。贯彻落实国务院关于加强市县政府依法行政的决定，增强政府依法行政能力。完善公开征询等立法制度和程序，切实提高政府规章质量。严格规范性文件制定工作，建立规范性文件有效期制度。深化行政执法体制改革，健全行政执法协调机制，建立行政执法分类分步实施模式，完善综合执法体制，促进规范执法。创新行政复议方式方法，加强行政复议工作。 



　　健全科学民主的决策机制。落实重大事项集体讨论决定制度，凡属重大政策、重大项目安排和大额度资金使用的决策，必须由集体讨论、集体决定。完善社会公示、听证和专家咨询制度，建立公众有序参与政府决策机制，特别是在制定与人民群众利益密切相关的重大公共政策时，必须向社会公开征求意见。完善决策后评估、责任追究制度，不断提高政府决策水平。 



　　推行政府绩效管理和行政问责制度。根据部门职责特点，建立科学合理的政府绩效评估指标体系和评估机制。健全以行政首长为重点的行政问责制度，明确问责范围，规范问责程序，强化责任追究，做到有责必问、有错必纠。 



　　完善全方位、全过程的监督机制。加大审计监督力度，强化对重点领域、重点资金、重点部门的审计，强化对政府投资和以政府投资为主的建设项目的审计，强化对近期集中开工建设项目的审计，提高资金使用效益。加大对土地管理、动拆迁、节能减排、环保等领域的行政监察力度。自觉接受市人大及其常委会的监督，主动接受市政协的民主监督，认真听取民主党派、工商联、无党派人士和各人民团体的意见。重视司法监督。接受舆论监督和社会公众监督。 



　　（四）加强勤政廉政建设和公务员队伍建设，不断提高公务员为民服务的能力和水平 

　　发展任务重、公共投入多的情况下，要把反腐倡廉建设放在更加突出的位置。按照建立健全惩治和预防腐败体系的要求，在坚决惩治腐败的同时，切实加大从源头上防治腐败的工作力度。围绕规范领导干部住房、报告个人有关事项等重点领域，强化廉洁从政制度的执行监督。加强政风行风建设，深入开展专项治理，加大对促发展、保民生的政策落实情况的监督检查力度，坚决纠正损害群众利益的不正之风。 



　　切实提高公务员队伍的素质和能力。加强科学发展的理论武装，切实增强政府工作人员贯彻落实科学发展观的自觉性和坚定性。加强专业知识学习，提高公务员培训的针对性和实效性。注重实践培养，积极有序组织公务员到基层一线挂职锻炼，提高实际工作能力。 



　　特殊时期，特殊考验，政府工作人员特别是领导干部必须要有特殊精神，作出特殊努力。要进一步增强忧患意识和紧迫感，直面困难，敢负责任，善抓机遇，勇于创新。要艰苦奋斗，求真务实，坚决取消各种形式主义、没有实际内容的活动，切实杜绝一切无用的形象工程。要注重服务，勤下基层，贴近群众，沉到第一线去听民意、找问题、想办法、办实事。特殊时期是困难增多、压力加大的时期，也是攻坚克难、铸造辉煌的时期。我们曾经度过了不同阶段上海十分困难的岁月，只要我们始终保持浩然正气、昂扬锐气、蓬勃朝气，应对得当、工作得力，就必定能够在逆境中发展，在逆势中飞扬。 



　　各位代表：在前进的道路上，机遇总是与挑战并存，希望蕴藏于困难之中。有党中央、国务院和中共上海市委的坚强领导，有改革开放以来上海发展奠定的坚实基础，有全市人民同心同德的艰苦奋斗，没有什么困难能够阻挡上海前进的步伐。我们要紧密团结在以胡锦涛同志为总书记的党中央周围，高举中国特色社会主义伟大旗帜，以邓小平理论和“三个代表”重要思想为指导，深入贯彻落实科学发展观，在中共上海市委的领导下，解放思想，坚定信心，振奋精神，奋勇开拓，加快推进“四个率先”，加快建设“四个中心”和社会主义现代化国际大都市，以优异的成绩向新中国成立六十周年献礼！ 

                        ",9%
上海市,2019,"           
	上海市市长　应勇

	各位代表：

	　　现在，我代表上海市人民政府，向大会报告工作，请予审议。请各位政协委员和其他列席人员提出意见。

	　　一、过去五年工作回顾

	　　市第十四届人民代表大会第一次会议以来的五年，我们在以习近平同志为核心的党中央坚强领导下，全面贯彻落实党的十八大、十八届历次全会和十九大精神，认真学习贯彻习近平新时代中国特色社会主义思想，坚决贯彻落实党中央、国务院和中共上海市委的决策部署，按照当好全国改革开放排头兵、创新发展先行者的要求，坚持稳中求进工作总基调，主动适应经济发展新常态，积极践行新发展理念，攻坚克难，砥砺奋进，胜利完成“十二五”规划，顺利实施“十三五”规划，全面完成本届政府工作目标和任务。

	　　过去五年，上海经济社会发展开创新局面，创新驱动发展、经济转型升级取得重大进展。一是经济保持平稳增长。全市生产总值年均增长7.1%，从五年前的2万亿元跃升到3万亿元，迈上新台阶。每年新增就业岗位60万个左右，城镇登记失业率稳定在4.1%左右。居民消费价格保持平稳。二是经济结构和质量效益持续向好。第三产业增加值占全市生产总值的比重从60.2%提高到69%，战略性新兴产业的制造业部分产值占工业总产值的比重提高6.8个百分点，现代服务业为主体、战略性新兴产业为引领、先进制造业为支撑的现代产业体系初步形成。一般公共预算收入年均增长12.2%。三是改革创新取得重大成果。中国(上海)自由贸易试验区建设总体实现初衷，100多项制度创新成果在全国复制推广，新设企业5.2万家，超过自贸试验区成立前20多年的总和。具有全球影响力的科技创新中心建设重大布局和政策体系初步确立，全社会研发经费支出相当于全市生产总值的比例从3.3%提高到3.8%左右，C919大型客机、蛟龙号载人潜水器、墨子号量子卫星等重大科技成果相继问世。四是城市服务功能大幅提升。股票、期货、外汇、黄金等金融市场交易量位居世界前列。口岸贸易总额占全球的3.2%，跃居世界城市首位。中国国际进口博览会落户上海。集装箱吞吐量连续8年位居世界第一，上海成为全国第一个、全球第五个航空旅客年吞吐量突破1亿人次的城市。五是人民生活明显改善。居民人均可支配收入年均增长8.9%，基本公共服务均等化水平全面提升。六是生态文明建设成效显著。环保投入相当于全市生产总值的比例保持在3%左右，单位生产总值能耗累计下降22.8%，PM2.5年平均浓度从2013年的62微克/立方米下降到39微克/立方米。
